"","nflId","displayName","position","tot_dist_run","avg_dist_bc","avg_dist_ball","min_speed","speed_10","speed_25","med_speed","speed_75","speed_90","max_speed","avg_speed","var_speed","min_acceleration","acc_10","acc_25","med_acceleration","acc_75","acc_90","max_acceleration","avg_acceleration","var_acceleration","plays","height","weight","bmi","tackles","assists","forcedFumbles","missed_tackles","stops","avg_DIB","tot_epa","avg_stop_epa","successes_allowed","success_rate_allowed","pos_group","avg_dist_run","tackle_rate","assit_rate","ff_rate","missed_tackle_rate","stop_rate","true_stops","true_stop_rate","true_tackles","true_tackle_rate","pos_group_num"
"14",37087,"Robert Quinn","OLB",3044.43,10.6465205106525,9.98943662418872,0,0.38,1.46,2.81,4.28,5.47,8.85,2.92808006143803,3.49211722362027,0,0.42,1,1.9,2.87,3.844,7.51,2.04652491120284,1.77716326822058,230,76,257,207.891050583658,3,1,0,1,4,5.75,-2.011416735,-0.50285418375,1,0.25,"LB",13.236652173913,0.0130434782608696,0.00434782608695652,0,0.00434782608695652,0.0173913043478261,3,0.0130434782608696,3,0.0130434782608696,3
"15",37097,"Cameron Jordan","DE",3082.27,9.84737084360835,9.30640030462375,0,0.32,1.13,2.24,3.61,4.7,7.47,2.41879153833685,2.59226637609116,0,0.39,0.9,1.46,2.1,2.77,5.46,1.54276462959961,0.837000502430442,277,76,287,186.160278745645,18,13,0,6,31,6.51612903225806,-14.917645474,-0.481214370129032,8,0.258064516129032,"DL",11.1273285198556,0.0649819494584837,0.0469314079422383,0,0.0216606498194946,0.111913357400722,23,0.0830324909747292,25,0.0902527075812274,2
"16",37104,"Cameron Heyward","DT",2499.1,9.08643269157431,8.23228317400817,0,0.29,0.89,1.79,3.16,4.6,7.49,2.17167944439434,2.68531388496711,0,0.33,0.72,1.26,1.9,2.59,6.08,1.37994498060792,0.769936051455725,260,77,295,183.494915254237,17,13,1,1,31,6.35483870967742,-14.04934886,-0.453204801935484,10,0.32258064516129,"DL",9.61192307692308,0.0653846153846154,0.05,0.00384615384615385,0.00384615384615385,0.119230769230769,21,0.0807692307692308,34,0.130769230769231,2
"17",37145,"Justin Houston","OLB",947.76,15.4953757561275,14.9949648094898,0,0.49,1.23,2.16,3.5,4.52,7.3,2.41048399487836,2.39331556999223,0,0.39,0.84,1.47,2.29,3.1,5.81,1.63,1.06618263319672,109,75,270,195.277777777778,2,2,0,1,4,6.25,-0.375714296,-0.093928574,2,0.5,"LB",8.69504587155963,0.018348623853211,0.018348623853211,0,0.00917431192660551,0.036697247706422,2,0.018348623853211,3,0.0275229357798165,3
"18",37308,"Lawrence Guy","DT",1513.04,7.77259895413496,6.85616066223048,0,0.22,0.81,1.73,3.09,4.42,6.75,2.04976508651006,2.40103265443085,0,0.28,0.66,1.15,1.72,2.39,4.57,1.25284006189337,0.645915919970508,155,76,315,169.612698412698,8,11,0,0,19,6.94736842105263,-4.178839818,-0.219938937789474,5,0.263157894736842,"DL",9.76154838709677,0.0516129032258065,0.0709677419354839,0,0,0.12258064516129,14,0.0903225806451613,19,0.12258064516129,2
"19",37724,"Chris Harris","CB",1614.14,13.5019536791983,13.1031177767804,0,0.58,1.37,2.68,4.14,5.55,8.31,2.88092648900018,3.44130007169713,0,0.37,0.92,1.76,2.86,3.83,6.78,1.96746556966553,1.76870890646193,140,70,199,247.286432160804,16,1,1,0,18,5.88888888888889,8.128044621,0.4515580345,12,0.666666666666667,"DB",11.5295714285714,0.114285714285714,0.00714285714285714,0.00714285714285714,0,0.128571428571429,6,0.0428571428571429,22,0.157142857142857,1
"20",37778,"Josh Bynes","ILB",2519.73,7.8615683887904,6.90542813996633,0,0.5,1.16,2.44,4.28,5.76,8.94,2.8410512037979,3.99306862127568,0,0.49,0.97,1.76,2.73,3.73,7.52,1.95736633887193,1.5980653895202,194,73,235,218.378723404255,18,10,0,3,28,6.75,6.244841206,0.223030043071429,14,0.5,"LB",12.9882989690722,0.0927835051546392,0.0515463917525773,0,0.0154639175257732,0.144329896907216,14,0.0721649484536082,25,0.128865979381443,3
"21",37792,"Nick Bellore","ILB",74.54,6.5800029899271,5.91821331979123,0,0.12,0.7275,2.21,4.1925,5.896,6.46,2.5980985915493,4.20336386303688,0,0.168,0.8775,2.26,3.2275,4.007,6.66,2.16116197183099,2.27387249664062,6,73,250,205.276,0,1,0,0,1,10,-0.330419244,-0.330419244,0,0,"LB",12.4233333333333,0,0.166666666666667,0,0,0.166666666666667,1,0.166666666666667,1,0.166666666666667,3
"22",37841,"Mario Addison","DE",1183.38,9.79008689247382,9.27601214337349,0,0.5,1.45,2.86,4.25,5.404,8.84,2.93228894021042,3.32763187439767,0,0.47,1,1.61,2.32,2.89,5.18,1.67158326918142,0.864447364278529,91,75,260,202.788461538462,1,2,0,1,3,5.66666666666667,0.369278937,0.123092979,1,0.333333333333333,"DL",13.0041758241758,0.010989010989011,0.021978021978022,0,0.010989010989011,0.032967032967033,2,0.021978021978022,2,0.021978021978022,2
"23",38540,"Stephon Gilmore","CB",4615.42,16.3164154822075,15.7824151592473,0,0.37,1.19,2.39,3.85,5.04,9.77,2.63867834577829,3.36738026817947,0,0.36,0.83,1.56,2.42,3.28,7.37,1.72744629523262,1.36350576496559,394,73,202,254.054455445545,27,4,0,4,31,6.16129032258065,17.684894226,0.570480458903226,24,0.774193548387097,"DB",11.7142639593909,0.0685279187817259,0.0101522842639594,0,0.0101522842639594,0.0786802030456853,7,0.0177664974619289,27,0.0685279187817259,1
"24",38542,"Fletcher Cox","DT",2168.06,8.96875125114168,8.1504971430032,0,0.37,1.1,2.15,3.32,4.39,8.47,2.32053184431667,2.4400071814474,0,0.37,0.78,1.34,1.93,2.54,5.15,1.41544449358691,0.724433917188519,210,76,310,172.348387096774,6,10,0,1,16,6.1875,-2.162526847,-0.1351579279375,7,0.4375,"DL",10.3240952380952,0.0285714285714286,0.0476190476190476,0,0.00476190476190476,0.0761904761904762,9,0.0428571428571429,15,0.0714285714285714,2
"25",38544,"Michael Brockers","DE",830.07,8.84800453945263,7.99641222086006,0,0.27,0.97,2.11,3.48,4.55,6.64,2.29732014903984,2.49334101014723,0,0.328,0.77,1.34,1.96,2.52,4.55,1.39702780166237,0.69719790088969,81,77,305,177.47868852459,1,3,0,0,4,7.5,-1.154003456,-0.288500864,1,0.25,"DL",10.2477777777778,0.0123456790123457,0.037037037037037,0,0,0.0493827160493827,3,0.037037037037037,4,0.0493827160493827,2
"26",38545,"Bruce Irvin","OLB",791.21,11.1142751808717,10.6899281924514,0,0.328,1.12,2.23,3.9,5.172,8.17,2.60067563135454,3.618565619488,0,0.39,0.86,1.56,2.41,3.302,6.41,1.72732371269269,1.30319867503136,73,75,250,210.9,3,2,0,1,5,7,-1.932422082,-0.3864844164,2,0.4,"LB",10.8384931506849,0.0410958904109589,0.0273972602739726,0,0.0136986301369863,0.0684931506849315,3,0.0410958904109589,4,0.0547945205479452,3
"27",38548,"Melvin Ingram","OLB",2263.82,12.1887493338919,11.7085716222172,0,0.47,1.31,2.44,3.75,5.03,8.19,2.63976752336449,2.98180196721247,0,0.38,0.83,1.53,2.4,3.27,6.46,1.7068773364486,1.26585388844529,196,74,247,210.615384615385,10,3,0,3,13,6.38461538461539,-0.478355104,-0.0367965464615385,5,0.384615384615385,"LB",11.5501020408163,0.0510204081632653,0.0153061224489796,0,0.0153061224489796,0.0663265306122449,8,0.0408163265306122,10,0.0510204081632653,3
"28",38551,"Chandler Jones","DE",3089.54,10.4322515615521,9.74880818332055,0,0.34,1.23,2.29,3.47,4.54,7.44,2.41398320820215,2.39596845377905,0,0.37,0.86,1.48,2.17,2.83,6.26,1.55927100992977,0.880120322720787,295,77,265,204.267924528302,11,5,0,5,16,6.6875,-2.752103028,-0.17200643925,5,0.3125,"DL",10.4730169491525,0.0372881355932203,0.0169491525423729,0,0.0169491525423729,0.0542372881355932,11,0.0372881355932203,11,0.0372881355932203,2
"29",38559,"Harrison Smith","SS",4480.09,14.3888269846606,13.7718928022951,0.01,0.89,1.6,3.19,4.9975,6.33,9.39,3.40694719220819,4.17633812657723,0.01,0.57,1.09,1.94,2.98,4.03,8.48,2.15303911124639,1.83217210394162,312,74,214,243.093457943925,36,7,1,2,44,5.52272727272727,25.208126696,0.572911970363636,32,0.727272727272727,"DB",14.3592628205128,0.115384615384615,0.0224358974358974,0.00320512820512821,0.00641025641025641,0.141025641025641,12,0.0384615384615385,46,0.147435897435897,1
"30",38577,"Bobby Wagner","ILB",4151.03,8.59005555108163,7.60535633708544,0,0.15,1.14,2.45,4.14,5.551,8.79,2.7237909270217,3.85111039615674,0,0.25,0.98,1.86,2.83,3.81,8.37,1.98840433925049,1.78459623731433,333,72,242,209.157024793388,40,23,0,1,63,6.3015873015873,-1.707248049,-0.0270991753809524,27,0.428571428571429,"LB",12.4655555555556,0.12012012012012,0.0690690690690691,0,0.003003003003003,0.189189189189189,36,0.108108108108108,62,0.186186186186186,3
"31",38588,"Lavonte David","ILB",4698.37,9.49736703206117,8.85936502866022,0,0.21,0.98,2.23,4.09,5.57,9.11,2.64272254269879,4.08008950493719,0,0.31,0.9,1.72,2.76,3.72,8.57,1.91575330844927,1.73754741337772,399,73,233,220.25321888412,37,23,0,1,60,6.71666666666667,1.399727294,0.0233287882333333,28,0.466666666666667,"LB",11.7753634085213,0.0927318295739348,0.0576441102756892,0,0.0025062656641604,0.150375939849624,32,0.0802005012531328,59,0.147869674185464,3
"32",38589,"Vinny Curry","DE",751.96,8.47100006879907,7.85604546334065,0,0.363,1.47,2.755,4.07,5.34,7.63,2.83808502340094,3.20416468882751,0,0.5,1.06,1.76,2.49,3.127,5.91,1.82278471138846,1.06503360014073,59,75,279,188.978494623656,5,2,0,2,7,6.42857142857143,-1.465138871,-0.209305553,3,0.428571428571429,"DL",12.7450847457627,0.0847457627118644,0.0338983050847458,0,0.0338983050847458,0.11864406779661,4,0.0677966101694915,5,0.0847457627118644,2
"33",38592,"Casey Hayward","CB",2757.79,15.4556870963941,14.8944579930127,0,0.5,1.32,2.68,3.99,5,9.86,2.78516259750785,3.18245828916221,0,0.46,0.95,1.61,2.43,3.43,6.78,1.80801641171107,1.35629217440135,246,71,192,259.963541666667,13,3,0,5,16,6.25,20.717905586,1.294869099125,15,0.9375,"DB",11.2105284552846,0.0528455284552846,0.0121951219512195,0,0.0203252032520325,0.0650406504065041,1,0.0040650406504065,11,0.0447154471544715,1
"34",38607,"Demario Davis","MLB",4743.33,9.23769731752797,8.41429015546316,0,0.23,1.1,2.47,4.18,5.64,10.24,2.76058422249432,4.06036260910149,0,0.33,0.97,1.81,2.8,3.76,7.47,1.96256428196607,1.69453349404543,380,74,248,209.766129032258,25,18,0,6,43,6.34883720930233,-0.628723005,-0.0146214652325581,19,0.441860465116279,"LB",12.4824473684211,0.0657894736842105,0.0473684210526316,0,0.0157894736842105,0.113157894736842,24,0.0631578947368421,37,0.0973684210526316,3
"35",38619,"Akiem Hicks","DT",474,9.59772978666292,8.3792057268409,0,0.18,0.7875,1.74,2.75,3.757,5.93,1.87046617161716,1.75479577929264,0,0.3,0.7,1.16,1.76,2.33,4.65,1.26296617161716,0.60741261792244,56,76,352,151.784090909091,2,3,0,0,5,7.4,-1.19246911,-0.238493822,1,0.2,"DL",8.46428571428571,0.0357142857142857,0.0535714285714286,0,0,0.0892857142857143,4,0.0714285714285714,5,0.0892857142857143,2
"36",38707,"Justin Bethel","FS",764.09,13.7071229597769,13.2739741552573,0,0.61,1.72,3.54,5.49,6.84,9.3,3.67551424432641,5.46938184895159,0,0.49,1.1,2.17,3.27,4.19,7.13,2.2864171897634,2.03283652925026,61,72,200,253.08,6,3,0,1,9,6.66666666666667,2.634102703,0.292678078111111,6,0.666666666666667,"DB",12.5260655737705,0.0983606557377049,0.0491803278688525,0,0.0163934426229508,0.147540983606557,3,0.0491803278688525,8,0.131147540983607,1
"37",38843,"Rodney McLeod","FS",4481.15,11.8812117539168,11.0320576804619,0,0.54,1.38,2.79,4.49,5.95,8.92,3.03900888677837,4.01623948574192,0,0.49,1.07,1.99,3.03,3.99,7.86,2.14143206024015,1.78300558135742,328,70,195,252.358974358974,25,13,0,2,38,6.23684210526316,6.775370898,0.178299234157895,17,0.447368421052632,"DB",13.6620426829268,0.0762195121951219,0.0396341463414634,0,0.00609756097560976,0.115853658536585,21,0.0640243902439024,36,0.109756097560976,1
"38",38852,"Michael Thomas","SS",184.08,14.6184978074729,13.810008930649,0.22,1.14,2.08,3.1,4.43,5.41,8.32,3.28639928698752,2.92010022599949,0.13,0.69,1.32,2.18,3.14,4.28,6.95,2.32730837789661,1.73010434937611,14,71,195,255.964102564103,1,1,0,0,2,5.5,1.776409329,0.8882046645,2,1,"DB",13.1485714285714,0.0714285714285714,0.0714285714285714,0,0,0.142857142857143,0,0,2,0.142857142857143,1
"39",38868,"Tashaun Gipson","FS",4419.57,14.6813256901604,13.9763640603572,0,0.39,1.43,3.28,5.16,6.46,8.98,3.37979072441548,4.9395026164273,0,0.42,1.08,2.13,3.19,4.13,7.34,2.21698045228057,1.91018802208029,301,73,212,242.070754716981,22,5,0,0,27,6.37037037037037,32.706666603,1.21135802233333,21,0.777777777777778,"DB",14.6829568106312,0.0730897009966777,0.0166112956810631,0,0,0.0897009966777409,6,0.0199335548172757,27,0.0897009966777409,1
"40",39908,"Erik Harris","FS",436.52,10.4800845239207,9.65864033719203,0.01,0.5,1.3325,2.895,5.5675,7.55,8.95,3.51634460547504,6.50900564424565,0.01,0.47,1.0125,1.89,3.0075,4.086,6.87,2.12231078904992,1.94889932960147,28,74,220,236.463636363636,4,3,0,0,7,5.57142857142857,3.560962578,0.508708939714286,5,0.714285714285714,"DB",15.59,0.142857142857143,0.107142857142857,0,0,0.25,2,0.0714285714285714,7,0.25,1
"41",39941,"Chris Banjo","FS",213.93,13.6617218012113,12.4914823956252,0,0.217,0.7675,2.4,4.445,6.243,8.11,2.79256510416667,5.02168663200103,0,0.25,0.6875,1.44,2.6,3.603,6.52,1.72658854166667,1.67750777311495,16,70,207,237.729468599034,1,0,0,0,1,8,1.055626041,1.055626041,1,1,"DB",13.370625,0.0625,0,0,0,0.0625,0,0,1,0.0625,1
"42",39984,"Darius Slay","CB",3364.02,16.3965967575368,15.9085793087137,0,0.35,1.36,2.63,3.85,5.04,10,2.72426679665286,3.1748022674553,0,0.37,0.91,1.68,2.52,3.44,8.69,1.81045170200666,1.41485972445051,294,72,190,266.4,16,8,0,4,24,5.83333333333333,15.974492258,0.665603844083333,16,0.666666666666667,"DB",11.4422448979592,0.054421768707483,0.0272108843537415,0,0.0136054421768707,0.0816326530612245,8,0.0272108843537415,20,0.0680272108843537,1
"43",39997,"Johnathan Hankins","NT",1099.28,7.77762978729522,6.58535320276354,0,0.24,0.84,1.86,3.34,4.514,6.65,2.15857170884834,2.50203339914451,0,0.33,0.71,1.29,2,2.73400000000001,5.46,1.42863252893859,0.886915260739149,110,75,340,155.073529411765,4,8,0,1,12,7,-3.756977649,-0.31308147075,3,0.25,"DL",9.99345454545455,0.0363636363636364,0.0727272727272727,0,0.00909090909090909,0.109090909090909,9,0.0818181818181818,11,0.1,2
"44",39998,"Jon Bostic","OLB",559.51,8.95187613351416,7.89238873141959,0,0.214,1.1,2.45,4.3,5.73,7.65,2.74052322738386,3.93355848343772,0,0.274,1.01,1.99,3.07,4.09,8,2.1201173594132,2.03959206058402,45,73,245,209.465306122449,3,6,0,1,9,6.66666666666667,-3.584153215,-0.398239246111111,1,0.111111111111111,"LB",12.4335555555556,0.0666666666666667,0.133333333333333,0,0.0222222222222222,0.2,8,0.177777777777778,8,0.177777777777778,3
"45",40017,"Tyrann Mathieu","FS",5265.82,12.4867251678088,11.7687142029198,0,0.5,1.42,2.89,4.51,5.81,9.75,3.06732202203953,3.99586105542112,0,0.49,1.06,1.89,2.92,3.96,8.72,2.07957495189785,1.74937749279296,380,69,190,255.3,27,13,0,8,40,6.3,15.391843855,0.384796096375,23,0.575,"DB",13.8574210526316,0.0710526315789474,0.0342105263157895,0,0.0210526315789474,0.105263157894737,17,0.0447368421052632,32,0.0842105263157895,1
"46",40030,"John Jenkins","NT",901.28,7.88177416097948,6.7644170152326,0,0.23,0.78,1.93,3.86,5.228,7.07,2.39549035157283,3.50362555933311,0,0.33,0.8,1.38,2.08,2.79,5.08,1.48665344964314,0.889243107528419,86,75,327,161.238532110092,2,6,0,0,8,7.375,-1.235735851,-0.154466981375,3,0.375,"DL",10.48,0.0232558139534884,0.0697674418604651,0,0,0.0930232558139535,5,0.0581395348837209,8,0.0930232558139535,2
"47",40031,"Logan Ryan","FS",1240.38,15.3260214739241,15.1661201439361,0,0.78,2.13,3.83,5.38,6.47,9.09,3.78765944461398,4.36285767641642,0,0.68,1.32,2.31,3.45,4.54,9.14,2.46545315837656,2.15750026009152,96,71,195,255.964102564103,5,4,1,0,10,5.3,3.086082213,0.3086082213,7,0.7,"DB",12.920625,0.0520833333333333,0.0416666666666667,0.0104166666666667,0,0.104166666666667,3,0.03125,14,0.145833333333333,1
"48",40039,"Duron Harmon","SS",4943.49,15.0196575803974,14.2244880541238,0,0.65,1.56,3.12,4.7,6.01,9.2,3.2243259636079,3.90614650135885,0,0.43,0.97,1.86,2.9,3.95,7.02,2.03792995499902,1.76593775742054,346,73,205,250.336585365854,24,12,1,6,37,6.02702702702703,20.074455988,0.542552864540541,26,0.702702702702703,"DB",14.2875433526012,0.069364161849711,0.0346820809248555,0.00289017341040462,0.0173410404624277,0.106936416184971,11,0.0317919075144509,35,0.101156069364162,1
"49",40048,"Akeem Spence","DT",717.38,7.28817953418934,6.15453379971789,0,0.23,0.81,1.85,3.21,4.4,7.67,2.12954489164087,2.53794308795005,0,0.32,0.73,1.24,1.83,2.461,4.93,1.33585758513932,0.700966359395839,72,73,307,167.162866449511,3,3,0,2,6,6.83333333333333,0.798072854,0.133012142333333,2,0.333333333333333,"DL",9.96361111111111,0.0416666666666667,0.0416666666666667,0,0.0277777777777778,0.0833333333333333,4,0.0555555555555556,4,0.0555555555555556,2
"50",40074,"William Gholston","DE",2119.62,8.02541699634498,7.25384066905153,0,0.23,0.91,1.99,3.27,4.4,7.04,2.1921621039017,2.39385575382082,0,0.317,0.77,1.34,1.98,2.63,5.64,1.43011209312352,0.807277016645807,200,78,281,195.138790035587,11,12,0,1,23,7.1304347826087,-5.95267899,-0.25881213,7,0.304347826086957,"DL",10.5981,0.055,0.06,0,0.005,0.115,16,0.08,22,0.11,2
"51",40095,"Steven Means","OLB",192.31,8.33061039496195,7.62535838910089,0,0.306,1.41,2.51,3.95,5.462,7.91,2.78265512265512,3.33850999215941,0,0.452,1.09,2.02,2.76,3.95,6.32,2.06011544011544,1.62929622942889,17,75,263,200.475285171103,1,1,0,0,2,6,0.438655789,0.2193278945,1,0.5,"LB",11.3123529411765,0.0588235294117647,0.0588235294117647,0,0,0.117647058823529,1,0.0588235294117647,2,0.117647058823529,3
"52",40096,"A.J. Klein","OLB",189.54,7.60237983018509,6.7526417129423,0.03,0.55,1.23,2.635,5.2725,6.952,8.63,3.25213793103448,5.67615742481091,0.03,0.629,1.1075,1.965,3.03,3.852,7.79,2.14615517241379,1.7183162798523,15,73,240,213.829166666667,3,1,0,2,4,7.25,-1.608580276,-0.402145069,1,0.25,"LB",12.636,0.2,0.0666666666666667,0,0.133333333333333,0.266666666666667,3,0.2,2,0.133333333333333,3
"53",40107,"Micah Hyde","FS",894.05,14.4315023403484,13.6121896326379,0.04,0.69,1.66,3.5,5.1,6.285,8.4,3.48713172252533,4.19588666256444,0.02,0.57,1.12,2.1,3.0275,3.935,6.53,2.18643413873733,1.68847550579706,69,72,197,256.934010152284,4,3,0,1,7,5.42857142857143,2.839400375,0.405628625,5,0.714285714285714,"DB",12.9572463768116,0.0579710144927536,0.0434782608695652,0,0.0144927536231884,0.101449275362319,2,0.0289855072463768,6,0.0869565217391304,1
"54",40166,"Jordan Poyer","SS",3135.48,15.1258391568026,14.4570221150199,0,0.73,1.83,3.56,5.17,6.31,9.02,3.55436121845874,4.17806776856289,0.01,0.53,1.18,2.12,3.2,4.31,7.34,2.2822527847238,1.96687854379979,207,72,191,265.005235602094,15,6,0,3,21,6.14285714285714,14.888313949,0.708967330904762,16,0.761904761904762,"DB",15.1472463768116,0.072463768115942,0.0289855072463768,0,0.0144927536231884,0.101449275362319,5,0.0241545893719807,18,0.0869565217391304,1
